G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,M0,M1,M2,M3
2025-08-11,,,,,,,,,,,0,0,,0
2025-08-11,Estação Coletora de Gavião Real,Eneva,Estação / Pto de Coleta de Gás Nat.,MA,Santo Antônio dos Lopes,,GAVIÃO REAL,,,,,971.1761992324092,28,6108.5040579320066
2025-08-11,Estação Coletora de Pilar,Origem Alagoas,Estação / Ponto de Coleta de Petróleo,AL,Pilar,,,,,,,590.39934000000017,33,3713.4937687320007
2025-08-11,Estação de Produção e Escoamento de Gavião Branco,Eneva,Estação / Pto de Coleta de Gás Nat.,MA,Lima Campos,,GAVIÃO BRANCO,,,,,4180.0332317839375,13,26291.573021274609
2025-08-11,Estação Produtora de Gavião Preto,Eneva,Estação / Pto de Coleta de Gás Nat.,MA,Bernardo do Mearim,,GAVIÃO PRETO,,,,,2839.6964889836531,12,17861.12297640938
2025-08-11,FPSO ALEXANDRE DE GUSMÃO,Petrobras,FPSO,,,"MERO(27/07/2025), AnC_MERO(27/07/2025)",,,FPADG,ATIVO,25306.241549888444,1641.2902,50,35629.628649848441
2025-08-11,FPSO Almirante Barroso,Petrobras,FPSO,,,BÚZIOS(13/01/2023),,,FPBAR,ATIVO,151413.39247459819,5841.39738,50,188154.61371532222
2025-08-11,FPSO Almirante Tamandaré,Petrobras,FPSO,,,"BÚZIOS(01/07/2024), TAMBUATÁ(31/12/2024), BÚZIOS_ECO(31/12/2024)",,,FPTAM,ATIVO,172566.46010248034,6919.82596,57,216090.78142568836
2025-08-11,FPSO ANITA GARIBALDI,Petrobras,FPSO,,,MARLIM(23/06/2023),,,FPAGA,ATIVO,35980.313604034796,774.30324999999993,71,40850.526185884795
2025-08-11,FPSO ANNA NERY,Petrobras,FPSO,,,MARLIM(29/10/2022),,,FPANE,ATIVO,40465.505488425588,710.6568,67,44935.39462906558
2025-08-11,FPSO ATLANTA,Enauta Energia,FPSO,,,ATLANTA(29/10/2024),,,FPSOATLANTA,ATIVO,41758.499913438005,327.9766,15,43821.407132118
2025-08-11,FPSO Carioca (MV-30),Petrobras,FPSO,,,SÉPIA(02/01/2021),,,FPCRC,ATIVO,154098.17138378517,5696.9427399999995,61,189930.8018298372
2025-08-11,FPSO CIDADE DE ANCHIETA,Petrobras,FPSO,,,"JUBARTE(31/08/2012), BALEIA AZUL(31/08/2012), PIRAMBU(31/08/2012)",,,FCDA,ATIVO,18770.562460187997,854.09800000000018,47,24142.668060588
2025-08-11,FPSO CIDADE DE ANGRA DOS REIS,Petrobras,FPSO,,,TUPI(26/04/2009),,,FPCAR,ATIVO,0,0,49,0
2025-08-11,FPSO Cidade de Campos dos Goytacazes,Petrobras,FPSO,,,TARTARUGA VERDE(31/12/2017),,,FPCGZ,ATIVO,25027.935842863797,286.51327,48,26830.047008509802
2025-08-11,FPSO CIDADE DE CARAGUATATUBA,TotalEnergies EP,FPSO,,,LAPA(30/08/2016),,,FPCCG,ATIVO,41351.066419409995,1616.8413999999998,31,51520.67545713
2025-08-11,FPSO CIDADE DE ILHA BELA,Petrobras,FPSO,,,SAPINHOÁ(10/11/2014),,,FPCIB,ATIVO,63506.820499121983,3094.496,54,82970.581439921982
2025-08-11,FPSO CIDADE DE ITAGUAÍ,Petrobras,FPSO,,,TUPI(31/07/2015),,,FPCIG,ATIVO,105687.06773024399,6655.04605,51,147545.97637553397
2025-08-11,FPSO CIDADE DE ITAJAÍ,Karoon Brasil,FPSO,,,"BAÚNA(25/01/2013), PIRACABA(25/01/2013)",,,FPCI,ATIVO,22072.8503455746,218.59247000000002,27,23447.753263380604
2025-08-11,FPSO CIDADE DE MANGARATIBA,Petrobras,FPSO,,,TUPI(14/10/2014),,,FPCMB,ATIVO,98195.691635975993,5585.59139,47,133327.944360798
2025-08-11,FPSO CIDADE DE MARICÁ,Petrobras,FPSO,,,TUPI(28/01/2016),,,FPCMC,ATIVO,124965.41373247805,5248.4451100000006,51,157977.08378535602
2025-08-11,FPSO CIDADE DE NITEROI,Petrobras,FPSO,,,MARLIM LESTE(12/01/2008),,,FPNT,ATIVO,0,0,49,0
2025-08-11,FPSO CIDADE DE PARATY,Petrobras,FPSO,,,TUPI(28/05/2013),,,FPCP,ATIVO,93933.593722458856,4176.60353,47,120203.59460545288
2025-08-11,FPSO CIDADE DE SANTOS,Petrobras,FPSO,,,"URUGUÁ(14/07/2010), TAMBAÚ(13/11/2014)",,,FPCST,ATIVO,0,0,36,0
2025-08-11,FPSO CIDADE DE SÃO PAULO,Petrobras,FPSO,,,SAPINHOÁ(01/12/2012),,,FPCSP,ATIVO,61352.541393580796,2916.91742,45,79699.3685818968
2025-08-11,FPSO CIDADE DE SAQUAREMA,Petrobras,FPSO,,,TUPI(31/05/2016),,,FPCSQ,ATIVO,103979.37520541999,5759.3103300000012,51,140204.285319054
2025-08-11,FPSO ESPIRITO SANTO,Shell Brasil,FPSO,,,"ABALONE(12/07/2009), OSTRA(26/01/2011), ARGONAUTA(26/01/2011)",,,FPSO ESP SANTO,ATIVO,27554.3432604,377.91200000000009,57,29931.334158000016
2025-08-11,FPSO FRADE,Petro Rio Jaguar,FPSO,,,FRADE(07/06/2009),,,FPSO FRADE,ATIVO,33445.193825999995,333.60900000000004,48,35543.5277142
2025-08-11,FPSO GUANABARA,Petrobras,FPSO,,,MERO(13/05/2021),,,FPGNB,ATIVO,180576.75986915489,11956.795270000002,69,255782.6107584009
2025-08-11,FPSO Marechal  Duque de Caxias,Petrobras,FPSO,,,MERO(28/07/2024),,,FPMDC,ATIVO,0,0,53,0
2025-08-11,FPSO MARIA QUITERIA,Petrobras,FPSO,,,JUBARTE(13/01/2025),,,FPMQT,ATIVO,50001.15963147259,1745.00167,49,60976.871135438589
2025-08-11,FPSO PIONEIRO DE LIBRA,Petrobras,FPSO,,,MERO(31/07/2017),,,FPSOPL,ATIVO,47621.2933920636,3173.9407499999998,39,67584.7459214136
2025-08-11,FPSO SEPETIBA,Petrobras,FPSO,,,MERO(11/04/2023),,,FPSTB,ATIVO,180586.90897260173,12038.024399999997,48,256303.67484372173
2025-08-11,FPSO_OSX3,Prio Bravo,FPSO,,,TUBARÃO MARTELO(03/11/2013),,,OSX3,ATIVO,7159.8687524591078,22.713977515611223,24,7302.7351282367981
2025-08-11,Peregrino A,Equinor Brasil,FIXA,,,PEREGRINO(22/03/2011),,,PEREGRINO A,ATIVO,51834.612907596333,55.949489065982029,25,52186.52400392355
2025-08-11,Peregrino B,Equinor Brasil,FIXA,,,PEREGRINO(22/03/2011),,,PEREGRINO B,ATIVO,5206.6176285021884,3.0852573856021883,22,5226.0232804061479
2025-08-11,PEREGRINO C,Equinor Brasil,FIXA,,,"PEREGRINO(01/10/2021), PITANGOLA(01/10/2021)",,,WHP-C,ATIVO,40939.242294730742,102.45234354841581,18,41583.647045181562
2025-08-11,PEROA,3R Petroleum Off,FIXA,,,PEROÁ(27/01/2011),,,PPER,ATIVO,,2.248,9,14.1394704
2025-08-11,PETROBRAS 08,Trident Energy,SEMI SUBMERSÍVEL,,,MARIMBÁ(21/06/1993),,,P-08,ATIVO,,113.36525999999998,16,713.04481234799982
2025-08-11,PETROBRAS 25,Petrobras,SEMI SUBMERSÍVEL,,,ALBACORA(27/09/1996),,,P-25,ATIVO,0,0,19,0
2025-08-11,PETROBRAS 31,Petrobras,FPSO,,,ALBACORA(17/08/1998),,,P-31,ATIVO,0,0,48,0
2025-08-11,PETROBRAS 40,Petrobras,SEMI SUBMERSÍVEL,,,MARLIM SUL(16/12/2001),,,P-40,ATIVO,36621.970831542894,674.63736,38,40865.304898470888
2025-08-11,PETROBRAS 43,Petrobras,FPSO,,,BARRACUDA(21/12/2004),,,P-43,ATIVO,22875.570017243856,265.85058000000009,65,24547.716995327861
2025-08-11,PETROBRAS 48,Petrobras,FPSO,,,"CARATINGA(28/02/2005), BARRACUDA(01/01/2005)",,,P-48,ATIVO,18910.243210745935,346.71972999999991,57,21091.040968499936
2025-08-11,PETROBRAS 50,Petro Rio Jaguar,FPSO,,,ALBACORA LESTE(21/04/2006),,,P-50,ATIVO,33994.058253275987,1294.2642100000005,62,42134.721281333987
2025-08-11,PETROBRAS 51,Petrobras,SEMI SUBMERSÍVEL,,,MARLIM SUL(24/01/2009),,,P-51,ATIVO,15449.358698098022,431.39208,31,18162.72860288202
2025-08-11,PETROBRAS 52,Petrobras,SEMI SUBMERSÍVEL,,,RONCADOR(23/11/2007),,,P-52,ATIVO,26233.815325026651,496.31956,28,29355.566093514659
2025-08-11,PETROBRAS 53,Petrobras,FPU,,,MARLIM LESTE(30/11/2008),,,P-53,ATIVO,49414.406191243295,809.37122,34,54505.189290799295
2025-08-11,PETROBRAS 54,Petrobras,FPSO,,,RONCADOR(12/12/2007),,,P-54,ATIVO,22897.029749854915,231.21316999999996,54,24351.314346520918
2025-08-11,PETROBRAS 55,Petrobras,SEMI SUBMERSÍVEL,,,RONCADOR(01/01/2014),,,P-55,ATIVO,23505.69361721984,621.78097,20,27416.57156232584
2025-08-11,PETROBRAS 56,Petrobras,SEMI SUBMERSÍVEL,,,MARLIM SUL(01/08/2011),,,P-56,ATIVO,20941.147022514953,514.03612,37,24174.331410090952
2025-08-11,PETROBRAS 57,Petrobras,FPSO,,,JUBARTE(15/12/2010),,,P-57,ATIVO,33670.193117682007,309.76259999999991,53,35618.537919161994
2025-08-11,PETROBRAS 58,Petrobras,FPSO,,,"BALEIA FRANCA(15/02/2014), JUBARTE(02/03/2014), BALEIA AZUL(17/03/2014)",,,P-58,ATIVO,79113.502721963931,2508.4762199999996,44,94891.316450519909
2025-08-11,PETROBRAS 61,3R Petroleum Off,TLWP,,,PAPA-TERRA(31/12/2013),,,P-61,ATIVO,12335.651899113938,74.2609718744925,7,12802.738560010122
2025-08-11,PETROBRAS 62,Petrobras,FPSO,,,RONCADOR(30/04/2014),,,P-62,ATIVO,28772.6580974976,3009.8720000000008,44,47704.151003097613
2025-08-11,PETROBRAS 63,3R Petroleum Off,FPSO,,,PAPA-TERRA(16/11/2013),,,P-63,ATIVO,3744.48617375966,24.61871812550751,38,3899.3329870254765
2025-08-11,Petrobras 66 (P-66),Petrobras,FPSO,,,TUPI(08/02/2016),,,P-66,ATIVO,3069.3769876439992,214.39842000000002,62,4417.90016976
2025-08-11,Petrobras 67 (P-67),Petrobras,FPSO,,,TUPI(25/03/2018),,,P-67,ATIVO,140205.9077075753,6262.99404,51,179598.88762036726
2025-08-11,Petrobras 68,Petrobras,FPSO,,,BERBIGÃO(19/09/2018),,,P-68,ATIVO,142376.8791265671,4126.2121099999995,67,168329.92805604506
2025-08-11,Petrobras 69,Petrobras,FPSO,,,TUPI(15/06/2018),,,P-69,ATIVO,116145.28327472498,5986.54583,47,153799.45923625893
2025-08-11,Petrobras 70,Petrobras,FPSO,,,ATAPU(21/07/2020),,,P-70,ATIVO,153219.21762678729,5374.000219999999,56,187020.60421054324
2025-08-11,PETROBRAS 71,Petrobras,FPSO,,,ITAPU(30/11/2022),,,P-71,ATIVO,159614.06560255706,2786.1105000000002,47,177138.14342545703
2025-08-11,Petrobras 74 (P-74),Petrobras,FPSO,,,BÚZIOS(01/12/2017),,,P-74,ATIVO,129369.6775681236,5750.54589,43,165539.46110704556
2025-08-11,Petrobras 75 (P-75),Petrobras,FPSO,,,BÚZIOS(06/09/2018),,,P-75,ATIVO,119408.53383053669,6468.93304,43,160096.82886552866
2025-08-11,Petrobras 76,Petrobras,FPSO,,,BÚZIOS(20/11/2018),,,P-76,ATIVO,139292.50999344658,6299.7915299999995,64,178916.93875884055
2025-08-11,Petrobras 77,Petrobras,FPSO,,,BÚZIOS(16/02/2019),,,P-77,ATIVO,161043.182741483,6936.3297500000008,43,204671.309603033
2025-08-11,PLATAFORMA DE CARAPEBA-I,Perenco Brasil,FIXA,,,CARAPEBA(31/12/1988),,,PCP-I,ATIVO,13.366217472229819,0.047648645826446484,5,13.665917924749003
2025-08-11,PLATAFORMA DE CARAPEBA-II,Perenco Brasil,FIXA,,,CARAPEBA(31/12/1988),,,PCP-II,ATIVO,2353.6924089414547,7.1553918572377819,3,2398.6983926451089
2025-08-11,PLATAFORMA DE CARAPEBA-III,Perenco Brasil,FIXA,,,CARAPEBA(12/01/1994),,,PCP-III,ATIVO,4003.7308513343219,8.5518692163461747,,4057.5203983312963
2025-08-11,PLATAFORMA DE ENCHOVA,Trident Energy,FIXA,,,"ENCHOVA(20/12/2010), ENCHOVA OESTE(20/12/2010)",,,PCE-1,ATIVO,,214.26937999999996,45,1347.7115463239995
2025-08-11,PLATAFORMA DE GAROUPA,Petrobras,FIXA,,,"GAROUPA(02/01/1979), GAROUPINHA(02/01/1979), VIOLA(02/01/1979)",,,PGP-1,ATIVO,0,,33,0
2025-08-11,PLATAFORMA DE MANATI 1,Petrobras,FIXA,,,MANATI(14/01/2007),,,PMNT,ATIVO,0,1640.91269,7,10321.012637562
2025-08-11,Plataforma de Mexilhão,Petrobras,FIXA,,,MEXILHÃO(19/04/2011),,,PMXL-1,ATIVO,1978.3999817999998,3318.03788,26,22848.194639424
2025-08-11,PLATAFORMA DE NAMORADO-2,Petrobras,FIXA,,,NAMORADO(01/09/1984),,,PNA-2,ATIVO,0,,13,0
2025-08-11,PLATAFORMA DE PAMPO-1,Trident Energy,FIXA,,,PAMPO(01/01/1984),,,PPM-1,ATIVO,6655.624078161959,102.00250999999999,43,7297.1994655599574
2025-08-11,PLATAFORMA DE PARGO-1A,Perenco Brasil,FIXA,,,PARGO(12/01/1988),,,PPG-1A,ATIVO,2137.1517716836174,4.9342913434746265,19,2168.1874773758041
2025-08-11,PLATAFORMA DE VERMELHO-I,Perenco Brasil,FIXA,,,VERMELHO(05/01/1989),,,PVM-1,ATIVO,3498.9055251800419,11.648843943914054,3,3572.1744238184724
2025-08-11,PLATAFORMA DE VERMELHO-II,Perenco Brasil,FIXA,,,VERMELHO(01/01/1989),,,PVM-2,ATIVO,0,0,3,0
2025-08-11,PLATAFORMA DE VERMELHO-III,Perenco Brasil,FIXA,,,VERMELHO(06/01/1989),,,PVM-3,ATIVO,641.001580860335,8.0181949932009164,3,691.4344237285701
2025-08-11,Polo Arara,Petrobras,Estação / Ponto de Coleta de Petróleo,AM,Coari,,,,,,5745.2078013448836,8090.589044052982,158,56633.394770629326
2025-08-11,Polvo A,Prio Bravo,FIXA,,,POLVO(30/07/2007),,,POLVO A,ATIVO,6290.8685475408938,23.487722484388776,5,6438.6016244232032
2025-08-11,Ponto de Coleta Área do IMT-03,Petrobras,Estação / Pto de Coleta de Gás Nat.,AM,Coari,,,,,,708.05413951498417,604.90043439179681,,4512.7568917525077
2025-08-11,Ponto de Coleta Área do LUC-04,Petrobras,Estação / Pto de Coleta de Gás Nat.,AM,Coari,,,,,,1083.5341777927567,1580.1890908095804,,11022.607521166856
2025-08-11,Ponto de Coleta Área do LUC-05,Petrobras,Estação / Pto de Coleta de Gás Nat.,AM,Coari,,,,,,506.1783167264395,756.63944135049246,,5265.2890749327671
2025-08-11,Ponto de Coleta Área do LUC-09,Petrobras,Estação / Pto de Coleta de Gás Nat.,AM,Coari,,,,,,520.470410375186,682.46302201826086,,4813.0263262656435
2025-08-11,Ponto de Coleta Área do LUC-12,Petrobras,Estação / Pto de Coleta de Gás Nat.,AM,Coari,,,,,,1298.7940103298406,1711.8190058083678,,12065.793193063313
2025-08-11,Ponto de Coleta Área do LUC-43,Petrobras,Estação / Pto de Coleta de Gás Nat.,AM,Coari,,,,,,247.13411934290869,321.22800156851849,,2267.5940036085763
2025-08-11,Unidade de Tratamento de Gás de Cacimbas - UTGC,Petrobras,Estação / Pto de Coleta de Gás Nat.,ES,Linhares,,CACIMBAS,,,,,0,26,0
2025-08-11,UTP Azulão,Eneva,Estação / Ponto de Coleta de Petróleo,AM,Silves,,AZULÃO,,,,,648.58066999999994,8,4079.4426981659994
2025-08-10,,,,,,,,,,,0,0,,0
2025-08-10,Estação Coletora de Gavião Real,Eneva,Estação / Pto de Coleta de Gás Nat.,MA,Santo Antônio dos Lopes,,GAVIÃO REAL,,,,,1273.9811200571903,28,8013.0864489357155
2025-08-10,Estação Coletora de Pilar,Origem Alagoas,Estação / Ponto de Coleta de Petróleo,AL,Pilar,,,,,,,586.34471000000019,33,3687.9909569580009
2025-08-10,Estação de Produção e Escoamento de Gavião Branco,Eneva,Estação / Pto de Coleta de Gás Nat.,MA,Lima Campos,,GAVIÃO BRANCO,,,,,3565.4187647143026,13,22425.770946300017
2025-08-10,Estação Produtora de Gavião Preto,Eneva,Estação / Pto de Coleta de Gás Nat.,MA,Bernardo do Mearim,,GAVIÃO PRETO,,,,,2829.5221152285071,12,17797.128200364263
2025-08-10,FPSO ALEXANDRE DE GUSMÃO,Petrobras,FPSO,,,"MERO(27/07/2025), AnC_MERO(27/07/2025)",,,FPADG,ATIVO,44287.699116438271,2907.0559,50,62572.499316258283
2025-08-10,FPSO Almirante Barroso,Petrobras,FPSO,,,BÚZIOS(13/01/2023),,,FPBAR,ATIVO,150015.65531002957,5797.93962,50,186483.53593190559
2025-08-10,FPSO Almirante Tamandaré,Petrobras,FPSO,,,"BÚZIOS(01/07/2024), TAMBUATÁ(31/12/2024), BÚZIOS_ECO(31/12/2024)",,,FPTAM,ATIVO,185701.68208429418,7420.26807,57,232373.68419098016
2025-08-10,FPSO ANITA GARIBALDI,Petrobras,FPSO,,,MARLIM(23/06/2023),,,FPAGA,ATIVO,34399.3113000768,737.51784999999984,71,39038.151073006804
2025-08-10,FPSO ANNA NERY,Petrobras,FPSO,,,MARLIM(29/10/2022),,,FPANE,ATIVO,41721.575934384724,702.09479999999974,67,46137.611807424713
2025-08-10,FPSO ATLANTA,Enauta Energia,FPSO,,,ATLANTA(29/10/2024),,,FPSOATLANTA,ATIVO,41758.9983423492,326.772,15,43814.328867949211
2025-08-10,FPSO Carioca (MV-30),Petrobras,FPSO,,,SÉPIA(02/01/2021),,,FPCRC,ATIVO,158312.61472786174,6020.62106,61,196181.11707104975
2025-08-10,FPSO CIDADE DE ANCHIETA,Petrobras,FPSO,,,"JUBARTE(31/08/2012), BALEIA AZUL(31/08/2012), PIRAMBU(31/08/2012)",,,FCDA,ATIVO,18825.802138083603,851.896,47,24184.0575988836
2025-08-10,FPSO CIDADE DE ANGRA DOS REIS,Petrobras,FPSO,,,TUPI(26/04/2009),,,FPCAR,ATIVO,0,0,49,0
2025-08-10,FPSO Cidade de Campos dos Goytacazes,Petrobras,FPSO,,,TARTARUGA VERDE(31/12/2017),,,FPCGZ,ATIVO,68129.522154803984,777.36279,48,73018.978631345992
2025-08-10,FPSO CIDADE DE CARAGUATATUBA,TotalEnergies EP,FPSO,,,LAPA(30/08/2016),,,FPCCG,ATIVO,38763.6586471134,1534.3992400000002,31,48414.722986865396
2025-08-10,FPSO CIDADE DE ILHA BELA,Petrobras,FPSO,,,SAPINHOÁ(10/11/2014),,,FPCIB,ATIVO,63503.690443049993,3082.8239999999996,54,82894.03683825
2025-08-10,FPSO CIDADE DE ITAGUAÍ,Petrobras,FPSO,,,TUPI(31/07/2015),,,FPCIG,ATIVO,105361.75617966238,6643.0636999999988,51,147145.29823992235
2025-08-10,FPSO CIDADE DE ITAJAÍ,Karoon Brasil,FPSO,,,"BAÚNA(25/01/2013), PIRACABA(25/01/2013)",,,FPCI,ATIVO,21274.9039007274,218.23789000000005,27,22647.5765812494
2025-08-10,FPSO CIDADE DE MANGARATIBA,Petrobras,FPSO,,,TUPI(14/10/2014),,,FPCMB,ATIVO,98298.124532394591,5586.6187199999986,47,133436.83895745061
2025-08-10,FPSO CIDADE DE MARICÁ,Petrobras,FPSO,,,TUPI(28/01/2016),,,FPCMC,ATIVO,126667.03207164597,5301.3836800000008,51,160011.67514210995
2025-08-10,FPSO CIDADE DE NITEROI,Petrobras,FPSO,,,MARLIM LESTE(12/01/2008),,,FPNT,ATIVO,0,0,49,0
2025-08-10,FPSO CIDADE DE PARATY,Petrobras,FPSO,,,TUPI(28/05/2013),,,FPCP,ATIVO,94082.037169325558,4182.9864000000007,47,120392.18502804555
2025-08-10,FPSO CIDADE DE SANTOS,Petrobras,FPSO,,,"URUGUÁ(14/07/2010), TAMBAÚ(13/11/2014)",,,FPCST,ATIVO,0,0,36,0
2025-08-10,FPSO CIDADE DE SÃO PAULO,Petrobras,FPSO,,,SAPINHOÁ(01/12/2012),,,FPCSP,ATIVO,61332.724410051596,2917.0368699999995,45,79680.302914977612
2025-08-10,FPSO CIDADE DE SAQUAREMA,Petrobras,FPSO,,,TUPI(31/05/2016),,,FPCSQ,ATIVO,105495.59565138003,5747.6422,51,141647.11556094003
2025-08-10,FPSO CIDADE DE VITÓRIA,BW Maromba,FPSO,,,GOLFINHO(15/11/2007),,,CVIX,ATIVO,7080.1182415884741,74.59923,47,7549.3324784424731
2025-08-10,FPSO ESPIRITO SANTO,Shell Brasil,FPSO,,,"ABALONE(12/07/2009), OSTRA(26/01/2011), ARGONAUTA(26/01/2011)",,,FPSO ESP SANTO,ATIVO,21165.239897999996,355.18800000000005,57,23399.301380399993
2025-08-10,FPSO FRADE,Petro Rio Jaguar,FPSO,,,FRADE(07/06/2009),,,FPSO FRADE,ATIVO,33603.909129648,334.4,48,35707.218249647995
2025-08-10,FPSO GUANABARA,Petrobras,FPSO,,,MERO(13/05/2021),,,FPGNB,ATIVO,182326.61987426202,11827.587890000003,69,256719.78218478398
2025-08-10,FPSO Marechal  Duque de Caxias,Petrobras,FPSO,,,MERO(28/07/2024),,,FPMDC,ATIVO,127136.79270194158,8253.63441,53,179050.50241395962
2025-08-10,FPSO MARIA QUITERIA,Petrobras,FPSO,,,JUBARTE(13/01/2025),,,FPMQT,ATIVO,50228.13530889713,1757.7218400000004,49,61283.854138129129
2025-08-10,FPSO PIONEIRO DE LIBRA,Petrobras,FPSO,,,MERO(31/07/2017),,,FPSOPL,ATIVO,47991.659138563795,3176.38386,39,67970.478341191789
2025-08-10,FPSO SEPETIBA,Petrobras,FPSO,,,MERO(11/04/2023),,,FPSTB,ATIVO,180770.89226725337,12028.404399999998,48,256427.15026237338
2025-08-10,FPSO_OSX3,Prio Bravo,FPSO,,,TUBARÃO MARTELO(03/11/2013),,,OSX3,ATIVO,7178.1492684228315,22.79789814974189,24,7321.5434882050768
